System Name,System ID,System Type,System Status,History Year,Date Received,County,Use Cooling Percent,Use Process Percent,Use Domestic Percent,Use Miscellaneous Percent,Irrigation (Lawn and Garden) Percent,Acres Irrigated,Irrigation (Agriculture),Acres Irrigated,DEQ ID,Population,Domestic Use,Commercial Use,Industrial Use,Institutional Use,Total Use,Domestic Connections,Commercial Connections,Industrial Connections,Institutional Connections,Total Connections,Peak Date,Peak Demand,Peak Demand Units,Peak Use Include,Peak Measurement Type,Peak Wholesale Volume,Peak Wholesale Volume Units
Laketown City Water System,1230,Public,Active,1978,12/30/74,Rich,,,,,,,,,17003,0,0,0,0,,3.627671955,0,0,0,,83,,,,,,,
Laketown City Water System,1230,Public,Active,1972,12/30/68,Rich,,,,,,,,,17003,0,0,0,0,,73.65831381,0,0,0,,65,,,,,,,
Laketown City Water System,1230,Public,Active,1971,12/30/67,Rich,,,,,,,,,17003,0,0,0,0,,70.5892174,0,0,0,,65,,,,,,,
Laketown City Water System,1230,Public,Active,1970,12/30/66,Rich,,,,,,,,,17003,0,0,0,0,,67.520121,0,0,0,,62,,,,,,,
Laketown City Water System,1230,Public,Active,1969,12/30/65,Rich,,,,,,,,,17003,0,0,0,0,,70.5892174,0,0,0,,63,,,,,,,
Laketown City Water System,1230,Public,Active,1968,12/30/64,Rich,,,,,,,,,17003,0,0,0,0,,73.65831381,0,0,0,,63,,,,,,,
Laketown City Water System,1230,Public,Active,1967,12/30/63,Rich,,,,,,,,,17003,0,0,0,0,,92.07289227,0,0,0,,61,,,,,,,
Laketown City Water System,1230,Public,Active,1966,12/30/62,Rich,,,,,,,,,17003,0,0,0,0,,98.21108509,0,0,0,,60,,,,,,,
Laketown City Water System,1230,Public,Active,1965,12/30/61,Rich,,,,,,,,,17003,0,0,0,0,,61.38192818,0,0,0,,61,,,,,,,
Laketown City Water System,1230,Public,Active,1964,12/30/60,Rich,,,,,,,,,17003,0,0,0,0,,82.86560304,0,0,0,,65,,,,,,,
Laketown City Water System,1230,Public,Active,1963,12/30/59,Rich,,,,,,,,,17003,0,0,0,0,,73.65831381,0,0,0,,64,,,,,,,
Laketown City Water System,1230,Public,Active,1962,12/30/58,Rich,,,,,,,,,17003,0,0,0,0,,46.03644613,0,0,0,,61,,,,,,,
Laketown City Water System,1230,Public,Active,1961,12/30/57,Rich,,,,,,,,,17003,0,0,0,0,,46.03644613,0,0,0,,65,,,,,,,
Laketown City Water System,1230,Public,Active,1960,12/30/56,Rich,,,,,,,,,17003,0,0,0,0,,46.03644613,0,0,0,,69,,,,,,,
Laketown City Water System,1230,Public,Active,1959,12/30/55,Rich,,,,,,,,,17003,0,0,0,0,,0,0,0,0,,64,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2019,3/25/16,Iron,,,,,,,,,11002,31280,4284.756418,944.9981587,400.8728781,1016.33435,6646.961806,7911,794,43,255,9003,7/17/15,45.23687395,acre feet,Indoor and Outdoor,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2018,2/25/15,Iron,,,,,,,,,11002,30990,4797.539194,1019.148516,431.8870125,1080.655075,7329.229798,7650,753,41,242,8686,7/1/14,45.03647587,acre feet,Indoor and Outdoor,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2017,3/31/15,Iron,,,,,,,,,11002,30980,4733.09,1345.14,121.44,752.62,6952.29,7418,768,27,130,8343,7/6/13,45.20188868,acre feet,Indoor and Outdoor,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2016,3/31/15,Iron,,,,,,,,,11002,30184,4259,1360,123,728,6470,7244,762,27,130,8163,7/17/12,45.22643974,acre feet,Indoor and Outdoor,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2015,1/10/12,Iron,,,,,,,,,11002,29483,3866,1237,112,663,5878,7134,754,26,130,8044,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2014,1/25/11,Iron,,,,,,,,,11002,29162,3961,1119,102,509,5952,6950,754,26,97,7866,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2013,1/29/10,Iron,,,,,,,,,11002,29118,3800,1280,117,582,6029,6821,744,26,95,7728,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2012,1/13/09,Iron,,,,,,,,,11002,29213,4133.7,1313.5,119.7,597.1,6345.9,6690,731,25,94,7587,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2011,1/8/08,Iron,,,,,,,,,11002,28950,4116,1131.9,121.4,605.4,6417.5,6621,708,24,91,7490,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2010,1/2/07,Iron,,,,,,,,,11002,28875,3915.1,1246.6,113.7,566.8,6104.6,6634,747,24,100,7555,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2009,1/4/06,Iron,,,,,,,,,11002,28847,4563.3,1469.4,133.9,668,7573.2,6551,742,24,99,7467,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2008,1/5/05,Iron,,,,,,,,,11002,0,4103.4,1321.3,120.4,600.7,6949.8,6481,731,24,97,7382,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2007,1/1/04,Iron,,,,,,,,,11002,27144,4513.8,1453.399999,132.4,660.8,7525.4,6481,714,23,95,7362,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2006,1/9/03,Iron,,,,,,,,,11002,27000,4717.502718,1519.13098,138.0690586,690.4925996,7519.963963,5913,700,22,94,6778,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2005,3/13/02,Iron,,,,,,,,,11002,24000,4130.372918,1330.062734,120.8848651,604.5560146,6584.046501,5734,662,21,89,7091,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2004,2/2/01,Iron,,,,,,,,,11002,22400,3790.726423,1283.015099,116.6377352,5831.886819,5768.395839,5182,629,20,85,5956,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2003,3/4/00,Iron,,,,,,,,,11002,23000,3308.967767,1339.817103,156.3119953,714.5691213,6147.611857,4941,592,16,81,5679,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2002,2/18/99,Iron,,,,,,,,,11002,23000,4044.117647,1411.595292,164.6861174,752.8508223,6947.151387,4784,655,17,90,5600,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2001,3/6/98,Iron,,,,,,,,,11002,25000,2998.998947,996.8661303,129.2752421,528.7684115,6222.635016,4570,645,9,86,5361,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,2000,2/13/97,Iron,,,,,,,,,11002,25000,0,0,0,,7271.462805,0,0,0,,0,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1999,2/24/96,Iron,,,,,,,,,11002,24000,0,0,0,,6019.84846,0,0,0,,5407,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1998,2/23/95,Iron,,,,,,,,,11002,22000,0,0,0,,0,0,0,0,,0,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1997,3/1/94,Iron,,,,,,,,,11002,19000,4493.841551,0,0,450.0369519,4943.878503,0,0,0,,5101,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1996,2/11/93,Iron,,,,,,,,,11002,18000,0,0,0,,0,0,0,0,,0,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1995,2/27/92,Iron,,,,,,,,,11002,17500,0,0,0,,5696.660332,0,0,0,,4637,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1994,2/26/91,Iron,,,,,,,,,11002,17500,0,0,0,520.7673478,4728.032022,0,0,0,3,17500,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1993,10/11/90,Iron,,,,,,,,,11002,15000,4664.704286,0,0,499.7747283,5164.479015,0,0,0,,4756,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1992,2/24/89,Iron,,,,,,,,,11002,14000,0,0,0,,4313.117809,0,0,0,,4565,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1991,3/2/88,Iron,,,,,,,,,11002,13800,0,0,0,,4499.384339,0,0,0,,4491,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1990,5/25/89,Iron,,,,,,,,,11002,13500,0,0,0,,3423.893161,0,0,0,,4359,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1989,3/4/86,Iron,,,,,,,,,11002,13500,0,0,0,426.0979999,4579.834563,0,0,0,,3610,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1988,2/12/85,Iron,,,,,,,,,11002,13500,0,0,0,,4038.970772,0,0,0,,3561,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1987,12/30/83,Iron,,,,,,,,,11002,12380,0,0,0,,3404.373708,0,0,0,,0,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1986,2/26/83,Iron,,,,,,,,,11002,12400,0,0,0,,3531.210255,0,0,0,,3496,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1984,4/30/81,Iron,,,,,,,,,11002,12000,0,0,0,,3290.669824,0,0,0,,3360,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1983,3/25/80,Iron,,,,,,,,,11002,11000,0,0,0,,3530.805134,0,0,0,,3312,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1982,2/13/79,Iron,,,,,,,,,11002,11000,0,0,0,,3473.265715,0,0,0,,3261,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1981,4/7/78,Iron,,,,,,,,,11002,11000,0,0,0,,3059.612901,0,0,0,,3231,,,,,,,
Cedar City Municipal Water (Culinary),1231,Public,Active,1979,1/29/76,Iron,,,,,,,,,11002,14000,0,0,0,,3251.268764,0,0,0,,3116,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2019,4/1/16,Tooele,,,,,,,,,23004,34200,4293.91,616.49,122.52,406.37,5439.29,9826,344,60,117,10347,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2018,2/28/15,Tooele,,,,,,,,,23004,33782,4768.74,684.01,138.91,497.99,6089.65,9544,338,55,112,10049,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2017,2/12/14,Tooele,,,,,,,,,23004,34000,4547.27,653.71,112.04,438.67,5751.69,9395,329,49,122,9885,8/21/13,4.33,acre feet,Indoor and Outdoor,Metered,,
Tooele City Water Special Service District,1232,Public,Active,2016,2/27/13,Tooele,,,,,,,,,23004,36400,4401.37,598.1,108.15,428.79,5536.41,9112,325,48,102,9587,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2015,2/25/12,Tooele,,,,,,,,,23004,36000,4044.73,561.98,103.88,509.27,5219.86,9124,309,51,110,9594,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2014,2/3/11,Tooele,,,,,,,,,23004,33650,4169.85,564.03,108.79,374.73,5407.18,8801,311,45,118,9352,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2013,1/26/10,Tooele,,,,,,,,,23004,33200,4185.24,561.56,108.84,374.38,5682.57,8790,306,44,103,9436,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2012,1/10/09,Tooele,,,,,,,,,23004,31868,4925.84,599.43,112.32,135.99,6228.42,9054,293,52,100,9691,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2011,2/27/08,Tooele,,,,,,,,,23004,31682,3964.6596,521.6487772,85.03875524,443.1774321,5429.959292,8831,324,52,106,9525,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2010,2/15/07,Tooele,,,,,,,,,23004,31620,5456.505132,550.3121469,81.29471766,516.4316756,6788.431157,8834,339,52,111,9554,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2009,1/18/06,Tooele,,,,,,,,,23004,31500,3982.735322,566.3624063,32.2539631,910.8445527,5651.010953,8819,305,44,86,9454,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2008,3/15/05,Tooele,,,,,,,,,23004,31300,4571.831248,612.4332491,38.95333527,1021.247628,6459.866541,8770,289,41,74,9374,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2007,6/15/04,Tooele,,,,,,,,,23004,31000,4623.77,546.42,31.87,332.81,5679.57,8748,356,40,0,9144,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2006,6/15/04,Tooele,,,,,,,,,23004,30000,4462.21,551.53,63.06,312.24,5525.3,8675,353,37,0,9065,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2005,9/4/02,Tooele,,,,,,,,,23004,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2004,2/23/01,Tooele,,,,,,,,,23004,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2002,4/2/99,Tooele,,,,,,,,,23004,28000,0,0,0,,0,7725,310,18,24,8098,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2001,5/28/98,Tooele,,,,,,,,,23004,27500,0,0,0,,0,7500,305,17,22,7864,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,2000,4/12/97,Tooele,,,,,,,,,23004,26500,0,0,0,,4635.274721,7200,300,17,22,7559,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1999,2/22/96,Tooele,,,,,,,,,23004,23000,0,0,0,,4487.006673,6217,270,18,20,6545,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1998,5/16/95,Tooele,,,,,,,,,23004,20000,0,0,0,,3690.932171,5480,263,16,20,5799,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1997,5/19/94,Tooele,,,,,,,,,23004,18000,0,0,0,,3433.999696,4820,260,14,20,5134,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1996,12/9/93,Tooele,,,,,,,,,23004,16000,3004.494999,187.7826638,187.7826638,338.0026566,3755.616446,5000,260,14,20,5314,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1995,3/24/92,Tooele,,,,,,,,,23004,15300,2232.976336,139.561021,139.561021,251.2086102,2791.22042,4350,250,10,20,4630,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1994,4/27/91,Tooele,,,,,,,,,23004,15500,0,0,0,,3322.527045,0,0,0,,4570,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1993,3/29/90,Tooele,,,,,,,,,23004,15300,2115.74913,176.3103814,176.3103814,1057.871496,3526.241388,0,0,0,,4500,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1992,2/25/89,Tooele,,,,,,,,,23004,15000,0,0,0,,3102.300963,0,0,0,,4460,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1991,1/22/88,Tooele,,,,,,,,,23004,16000,0,0,0,,4230.00054,0,0,0,,4430,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1990,3/10/87,Tooele,,,,,,,,,23004,15000,3314.624122,15.34548204,42.96734972,,3372.936953,4080,300,20,,4400,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1989,1/15/86,Tooele,,,,,,,,,23004,16000,2418.44797,279.2877732,0,245.5277127,2943.263456,4145,250,0,5,4400,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1988,3/22/85,Tooele,,,,,,,,,23004,17000,0,0,0,,10611.86427,0,0,0,,4200,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1987,4/7/84,Tooele,,,,,,,,,23004,0,0,0,0,,2818.879117,4400,0,0,,4400,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1986,2/18/83,Tooele,,,,,,,,,23004,0,2455.277127,0,0,,2622.20835,4400,0,0,,4400,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1985,2/23/82,Tooele,,,,,,,,,23004,16282,2334.336314,122.8589983,0,,2898.196844,4411,0,0,,8070,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1984,1/22/81,Tooele,,,,,,,,,23004,16000,0,0,0,,4634.396959,0,0,0,,4342,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1983,5/9/80,Tooele,,,,,,,,,23004,0,0,0,0,,7309.139033,0,0,0,,0,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1982,3/22/79,Tooele,,,,,,,,,23004,0,0,0,0,,4279.873357,0,0,0,,0,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1981,3/7/78,Tooele,,,,,,,,,23004,16196,0,0,0,,6086.886733,4048,149,0,,4197,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1976,12/30/72,Tooele,,,,,,,,,23004,0,0,0,0,,3080.022392,0,0,0,,4100,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1963,12/30/59,Tooele,,,,,,,,,23004,0,0,0,0,,4379.999558,0,0,0,,3000,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1962,12/30/58,Tooele,,,,,,,,,23004,0,0,0,0,,0,0,0,0,,2800,,,,,,,
Tooele City Water Special Service District,1232,Public,Active,1960,12/30/56,Tooele,,,,,,,,,23004,0,0,0,0,,2946.332553,0,0,0,,2250,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2019,1/28/16,Sevier,,,,,,,,,21009,480,119.7418718,5.927517361,3.899599292,2.237829686,131.8068182,171,8,3,2,184,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2018,2/19/15,Sevier,,,,,,,,,21009,480,119.7571487,6.673286686,0,5.288054153,131.7184896,166,9,0,2,177,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2017,3/24/14,Sevier,,,,,,,,,21009,440,100.6436987,3.498526936,5.278479237,2.8132453,112.2339502,167,7,7,2,183,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2016,4/19/13,Sevier,,,,,,,,,21009,400,96.90335297,2.548032407,0,2.746343645,102.197729,178,5,0,2,185,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2015,4/6/12,Sevier,,,,,,,,,21009,400,99.64946952,1.930794052,0,0,129.9585955,168,5,0,0,177,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2014,6/10/11,Sevier,,,,,,,,,21009,430,88.01894816,3.529338524,0,0,94.41514538,186,2,0,0,198,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2013,2/25/10,Sevier,,,,,,,,,21009,0,0,0,0,0,37.62450898,0,0,0,0,4,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2012,2/19/09,Sevier,,,,,,,,,21009,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2011,1/31/08,Sevier,,,,,,,,,21009,0,95.65801242,3.825976782,0,0,142.143615,178,3,0,0,191,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2010,2/6/07,Sevier,,,,,,,,,21009,0,130.5882567,3.559965979,0,0,174.6092391,178,3,0,0,191,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2009,2/21/06,Sevier,,,,,,,,,21009,400,125.7310738,3.45583877,0,0,169.5472082,176,4,0,0,190,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2008,2/22/05,Sevier,,,,,,,,,21009,300,125.410222,2.409073373,0,0,171.7251947,176,4,0,0,190,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2007,4/27/04,Sevier,,,,,,,,,21009,300,107.9933887,2.301662458,0,0,149.9695742,176,3,0,0,184,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2006,4/3/03,Sevier,,,,,,,,,21009,450,119.0315481,2.332719557,0,0,134.9658039,157,4,0,0,169,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2005,2/14/02,Sevier,,,,,,,,,21009,350,122.0944778,2.654215769,0,0,130.0571864,156,3,0,0,164,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2003,3/7/00,Sevier,,,,,,,,,21009,275,96.80921392,3.134253326,0,,126.8089254,150,2,0,,159,,,,,,,
Joseph Municipal Water System,1234,Public,Active,2000,3/29/97,Sevier,,,,,,,,,21009,400,156.8338956,2.608731948,0,,159.4426275,140,2,0,,142,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1998,4/4/95,Sevier,,,,,,,,,21009,260,168.6928841,0,0,,168.6928841,146,1,0,,147,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1997,3/25/94,Sevier,,,,,,,,,21009,298,110.5856818,0,0,,110.5856818,140,1,0,,147,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1995,4/14/92,Sevier,,,,,,,,,21009,225,117.0154388,0,0,,117.0154388,150,0,0,,150,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1993,4/3/90,Sevier,,,,,,,,,21009,198,0,0,0,,117.4696651,0,0,0,,140,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1992,2/7/89,Sevier,,,,,,,,,21009,198,117.0185079,0,0,,117.0185079,140,0,0,,140,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1991,2/24/88,Sevier,,,,,,,,,21009,198,0,0,0,,110.4844016,138,2,0,,140,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1990,2/3/87,Sevier,,,,,,,,,21009,280,124.6973871,1.841457845,0,,126.5388449,146,2,0,,148,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1989,1/30/86,Sevier,,,,,,,,,21009,217,159.7249844,0,0,,159.7249844,142,0,0,,142,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1988,2/20/85,Sevier,,,,,,,,,21009,188,0,0,0,,175.1870921,0,0,0,,118,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1987,12/30/83,Sevier,,,,,,,,,21009,288,0,0,0,,187.5954489,0,0,0,,118,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1986,2/25/83,Sevier,,,,,,,,,21009,288,0,0,0,,173.4776054,0,0,0,,116,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1985,3/2/82,Sevier,,,,,,,,,21009,325,170.0954612,0,0,,170.0954612,122,0,0,,122,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1984,2/7/81,Sevier,,,,,,,,,21009,325,0,0,0,,185.1094808,0,0,0,,115,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1983,2/1/80,Sevier,,,,,,,,,21009,298,0,0,0,,136.5901357,0,0,0,,110,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1982,1/31/79,Sevier,,,,,,,,,21009,301,0,0,0,,100.9579264,0,0,0,,116,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1981,1/24/78,Sevier,,,,,,,,,21009,289,0,0,0,,78.4583806,107,3,0,,110,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1980,1/13/77,Sevier,,,,,,,,,21009,270,0,0,0,,85.18583993,107,3,0,,110,,,,,,,
Joseph Municipal Water System,1234,Public,Active,1979,2/20/76,Sevier,,,,,,,,,21009,260,0,0,0,,66.29862063,0,0,0,,104,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2019,3/22/16,Tooele,,,,,,,,,23054,520,271.64,53.21,41.56,21.18,387.59,387,10,44,10,451,7/28/15,10.16414141,acre feet,Indoor and Outdoor,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2018,2/10/15,Tooele,,,,,,,,,23054,500,455.6014872,89.25467885,69.71135299,35.51709446,650.0846135,387,10,44,10,451,7/1/14,13.99717663,acre feet,Indoor and Outdoor,Metered,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2017,1/30/14,Tooele,,,,,,,,,23054,500,431.2732376,84.49016489,65.98506161,33.62401061,615.3724747,387,10,44,10,451,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2016,1/8/13,Tooele,,,,,,,,,23054,500,436.65,85.54,66.81,34.04,623.04,387,10,44,10,451,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2015,1/5/12,Tooele,,,,,,,,,23054,2300,128.1028602,209.1873597,209.1873597,209.1873597,755.6649393,353,42,50,10,455,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2014,1/21/11,Tooele,,,,,,,,,23054,2300,0,0,0,0,9978.053539,353,42,50,8,712,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2013,1/21/10,Tooele,,,,,,,,,23054,2300,546.7944,0,0,0,926.9,353,42,50,8,712,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2012,2/6/09,Tooele,,,,,,,,,23054,2300,696.7828,0,0,0,1127.2,542,45,45,8,898,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2011,1/23/08,Tooele,,,,,,,,,23054,2300,238.1092,0,0,0,1310.1,543,45,50,8,904,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2010,2/16/07,Tooele,,,,,,,,,23054,1850,777.4,0,0,0,777.4,400,45,50,8,772,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2009,1/3/06,Tooele,,,,,,,,,23054,1850,901.3671,0,0,0,1086,400,45,50,8,767,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2008,1/12/05,Tooele,,,,,,,,,23054,1850,1072.5165,0,0,0,1260.7,490,45,45,8,847,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2007,3/17/04,Tooele,,,,,,,,,23054,1850,1605.5017,0,0,0,1894.9152,512,45,45,8,871,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2006,3/11/03,Tooele,,,,,,,,,23054,1850,0,0,0,0,818.1673506,512,45,45,8,871,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2005,1/9/02,Tooele,,,,,,,,,23054,1824,0,0,0,0,505.807204,512,45,45,8,871,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2004,2/6/01,Tooele,,,,,,,,,23054,1177,0,0,0,0,1156.059537,512,45,45,8,871,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2003,2/29/00,Tooele,,,,,,,,,23054,1127,0,0,0,,0,0,0,0,,0,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2002,3/6/99,Tooele,,,,,,,,,23054,1813,1607.321698,0,0,,1607.321698,496,0,0,,496,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2001,3/27/98,Tooele,,,,,,,,,23054,1127,1298.860936,0,0,,1298.860936,496,0,0,,496,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,2000,3/18/97,Tooele,,,,,,,,,23054,1127,0,0,0,,1467.632695,0,0,0,,0,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1999,4/18/96,Tooele,,,,,,,,,23054,1127,0,0,0,,0,0,0,0,,0,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1998,3/3/95,Tooele,,,,,,,,,23054,1042,0,0,0,,3799.584322,0,0,0,,0,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1997,3/2/94,Tooele,,,,,,,,,23054,1991,0,0,0,,3376.297614,0,0,0,,462,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1996,3/24/93,Tooele,,,,,,,,,23054,1822,0,0,0,,1957.736701,0,0,0,,371,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1995,2/29/92,Tooele,,,,,,,,,23054,1808,0,0,0,,1765.743237,0,0,0,,371,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1994,3/14/91,Tooele,,,,,,,,,23054,2507,0,0,0,,1536.245415,0,0,0,,457,,,,,,,
Dugway Proving Grounds/English Village - Chenega,1235,Public,Active,1993,6/22/90,Tooele,,,,,,,,,23054,3000,1153.311187,0,0,327.7150454,1481.026232,0,0,0,,943,,,,,,,
